cols/부착대관리번호,cols/상태 (공통),cols/부착방식,cols/부착대방향,cols/신호등수량,cols/배면등수량,cols/신호등종류,cols/지주관리번호,cols/신호발광구분,cols/작업구분 (공통),cols/표출구분 (공통),cols/신규정규화ID,cols/부착대관리번호.1,cols/이력ID,cols/X좌표,cols/Y좌표,cols/공사형태 (공통),lng,lat,inputaddr,z,hc,cols/부착대길이,cols/고가 (공통),cols/배면등종류,cols/공사관리번호,cols/설치일,cols/제조회사,cols/교체일
03-0000016326,1,2,20,1,0,7,02-0000050932,1,4,1,,03-016326,92350,201097.11862,548697.64512,,127.01241353040562,37.53778311322103,,,,999,1,,2008-0101-911,,,
03-0000016363,1,2,288,1,0,10,02-0000051423,1,4,1,,03-016363,92351,201114.51862,548704.74512,,127.01261041635702,37.537847063384625,,,,999,1,1,2008-0101-911,,,
03-0000016373,1,2,232,1,0,7,02-0000051459,1,4,1,,03-016373,92352,193822.9644,543246.1582,,126.93015471796288,37.488644999182576,,,,999,1,,2006-0401-004,,,
03-0000016383,1,3,329,4,2,1,02-0000051541,1,4,1,,03-016383,92353,210785.51856,548052.43407,,127.1220249389349,37.531907367729175,,,,3,1,1,2008-0201-004,,,
03-0000016391,1,2,238,1,0,7,02-0000051566,2,1,1,,03-016391,92354,210864.24976,547842.89685,3,127.12291258611299,37.53001851509453,,,,,1,,2005-0101-038,,,
03-0000016411,1,2,291,1,0,7,02-0000051258,1,4,1,,03-016411,92356,199546.49774,548014.4125,,126.99486919525116,37.53162772271124,,,,999,1,,2008-0101-911,,,
03-0000020964,1,2,349,1,0,7,02-0000068286,2,1,2,,03-020964,92301,206006.06303,553131.99359,,127.06799286763655,37.57771754419329,,,,999,1,,2007-0201-488,,,
03-0000031389,1,3,166,2,0,3,02-0000079427,2,4,1,,03-031389,92302,206097.99168,554485.34675,,127.06904482481283,37.589910552681886,,,,7,1,2,2007-0201-488,,,
03-0000026458,1,2,180,1,0,10,02-0000089670,1,2,1,,03-026458,92303,204850.45162,562745.0323,,127.0549742778184,37.6643366020334,,,,999,1,,2000-0000-000,,,
03-0000016423,1,3,298,3,1,2,02-0000051142,1,4,1,,03-016423,92358,200893.38946,548343.8347,,127.01010797281896,37.53459549910647,,,,7,1,2,2008-0101-911,,,
03-0000016432,1,2,325,1,0,7,02-0000051310,1,4,1,,03-016432,92359,200636.40547,547858.28978,,127.00719998811103,37.53022094680352,,,,999,1,,2006-1101-075,,,
03-0000062045,1,3,145,2,0,2,02-0000174430,2,1,2,,03-062045,88143,200135.77602,554033.16515,,127.00153724769945,37.585856613462006,,,,7,1,,2012-1101-036,,,
03-0000062046,1,3,189,2,0,2,02-0000174430,2,1,2,,03-062046,88144,200132.97026,554023.04653,,127.00150547922223,37.58576544581363,,,,7,1,,2012-1101-036,,,
03-0000022007,1,3,147,2,0,2,02-0000074066,2,1,2,,03-022007,88145,200103.8125,553978.15625,,127.00117535091057,37.58536099126518,,,,7,1,,2008-1101-760,,,
03-0000029405,1,3,190,2,0,3,02-0000012956,2,1,2,,03-029405,88146,197428.78125,553573.8125,,126.97089043366965,37.58171429763527,,,,9,1,,2009-0201-002,,,
03-0000011062,1,3,13,2,0,3,02-0000012953,2,1,2,,03-011062,88147,197426.21875,553531.6875,,126.97086157073596,37.58133474694954,,,,9,1,,2012-0101-091,,,
03-0000031352,1,3,331,2,2,3,02-0000115260,2,1,2,,03-031352,88148,202285.57714,555997.65074,,127.02588329160673,37.60355363611766,,,,7,1,3,2012-0101-091,,,
03-0000037471,1,3,328,2,2,3,02-0000078064,2,1,2,,03-037471,88149,202306.85613,555987.75136,,127.02612423686011,37.60346439057936,,,,9,1,3,2012-0101-091,,,
03-0000023235,1,3,33,2,0,2,02-0000078283,2,2,1,,03-023235,88150,202277.72645,555956.80094,,127.0257942584565,37.60318560287912,,,,9,1,1,2000-0000-000,,,
03-0000062047,1,3,60,1,1,2,02-0000174431,2,1,2,,03-062047,88151,202282.20016,555953.96272,,127.02584491241925,37.603160019710074,,,,5,1,2,2012-0101-091,,관급자재,
03-0000062048,1,3,59,2,0,2,02-0000078284,2,1,2,,03-062048,88152,202296.53409,555952.70777,,127.02600723391662,37.603148677074344,,,,7,1,,2012-0101-091,,,
03-0000062049,1,2,248,1,0,7,02-0000174432,2,1,2,,03-062049,88153,201174.26378,556018.27973,,127.0132981241258,37.60374159037013,,,,999,1,,2012-0101-091,,,
03-0000062050,1,3,219,1,0,2,02-0000174433,2,4,1,,03-062050,88154,203797.96322,557614.94735,,127.0430188775254,37.61812030035495,,,,6,1,2,2000-0000-000,,,
03-0000062050,1,3,219,1,0,2,02-0000174433,2,1,2,,03-062050,88155,203796.36863,557615.66399,,127.0430008196014,37.61812676377695,,,,6,1,,2000-0000-000,,,
03-0000062051,1,2,8,1,0,10,02-0000174433,2,1,2,,03-062051,88156,203797.27522,557613.22559,,127.04301107573336,37.61810479034803,,,,,1,,2000-0000-000,,,
03-0000062052,1,3,36,1,0,2,02-0000174434,2,1,2,,03-062052,88157,204227.53108,558164.77294,,127.04788769485609,37.623072285336725,,,,7,1,,2012-0101-091,,관급자재,
03-0000036546,1,2,43,1,0,7,02-0000078211,2,1,2,,03-036546,88158,203288.08901,555994.74735,,127.03723634224653,37.60352444094584,,,,,1,,2012-0101-091,,,
03-0000061395,1,3,342,2,0,1,02-0000173531,2,1,2,,03-061395,90266,194787.52838,554667.31451,,126.94098022171745,37.59155550629662,,,,7,1,,2011-1101-086,,,
03-0000061396,1,2,25,1,0,14,02-0000173531,2,1,2,,03-061396,90267,194787.52838,554667.31451,,126.94098022171745,37.59155550629662,,,,,1,,2000-0000-000,,,
03-0000006528,1,2,95,1,0,7,02-0000003697,2,1,2,,03-006528,87491,194379.30941,553593.85221,,126.93636627606027,37.581881291881544,,,,999,1,,2008-0201-005,,,
03-0000061322,1,3,95,2,0,3,02-0000003697,2,1,2,,03-061322,87492,194378.12149,553592.91438,,126.93635283442038,37.58187283484787,,,,5,1,,2000-0000-000,,,
03-0000011446,1,3,232,2,2,2,02-0000002128,2,1,2,,03-011446,87493,194360.04902,554299.31864,,126.93614279350363,37.58823737413632,,,,5,1,2,2011-0101-028,,,
03-0000061323,1,3,146,1,0,3,02-0000002128,2,1,2,,03-061323,87494,194360.89307,554300.00639,,126.93615234479093,37.588243575878906,,,,9,1,,2000-0000-000,,,
03-0000061324,1,3,14,2,0,1,02-0000173499,2,1,2,,03-061324,87495,195301.38109,555090.16567,,126.9467957589379,37.595368124921414,,,,5,1,,2000-0000-000,,구전산전,
03-0000008212,1,3,337,3,1,1,02-0000003677,2,2,1,,03-008212,87496,195431.36161,555016.75121,,126.94826803493365,37.5947073213594,,,,5,1,1,2000-0000-000,,,
03-0000003157,1,4,204,1,0,1,02-0000003678,2,2,1,,03-003157,87497,195450.7355,555009.56001,,126.94848745546786,37.59464262522202,,,,1,1,1,2000-0000-000,,,
03-0000044211,1,2,285,1,0,7,02-0000131555,2,1,2,,03-044211,87498,194987.22339,553863.47705,,126.94324682677329,37.58431410218415,,,,999,1,,2004-0501-005,,,
03-0000021479,1,3,191,2,0,2,02-0000114146,2,1,2,,03-021479,87499,200178.125,553609.75,,127.00201661731975,37.5820416641797,,,,9,1,,2004-0101-070,,,
03-0000021475,1,2,4,1,0,7,02-0000070506,2,1,2,,03-021475,87500,200176.39063,553456.96875,,127.00199694512465,37.580665115105155,,,,999,1,,2004-0101-104,,,
03-0000048063,1,3,342,1,0,2,02-0000142576,2,1,2,,03-048063,87501,192833.31216,540485.5309,,126.91899133535041,37.46376435717275,,,,9,1,,2010-1101-153,,,
03-0000061325,1,3,6,2,0,2,02-0000070506,2,1,2,,03-061325,87502,200179.01563,553456.40625,,127.00202666301111,37.58066004650863,,,,7,1,,2000-0000-000,,,
03-0000021477,1,3,184,2,0,2,02-0000070508,2,2,1,,03-021477,87503,200200.84027,553467.24854,,127.00227374603067,37.58075773036651,,,,9,1,2,2009-0101-093,,,
03-0000037642,1,2,0,1,0,7,02-0000070508,2,4,1,,03-037642,87504,200200.84027,553467.24854,,127.00227374603067,37.58075773036651,,,,999,1,,2004-0101-104,,,
03-0000021477,1,3,185,2,0,7,02-0000118186,2,4,1,,03-021477,87505,200201.98351,553422.89227,,127.00228667661769,37.58035808287272,,,,999,1,,2009-0101-093,,,
03-0000021477,1,3,185,2,0,2,02-0000118186,2,1,1,,03-021477,87506,200191.52064,553422.05624,,127.00216822514466,37.58035055252908,,,,9,1,,2009-0101-093,,,
03-0000021938,1,2,0,1,0,7,02-0000073821,2,1,1,,03-021938,87507,200185.20504,552988.54364,3,127.00209661605477,37.576444630727565,,,,,1,,2006-1101-077,,,
03-0000002444,1,3,55,2,2,2,02-0000102153,2,1,2,,03-002444,87508,200134.50425,554841.19894,,127.00152299713758,37.59313693696981,,,,7,1,2,2006-0201-021,,,
03-0000022162,1,3,37,3,0,2,02-0000102079,2,1,1,,03-022162,87509,200210.63928,554774.48794,,127.00238505802108,37.59253586197579,,,,11,1,,2006-0101-028,,,
03-0000061326,1,3,0,3,0,3,02-0000173501,2,4,1,,03-061326,87510,200574.83361,554324.50273,,127.00650845910467,37.58848137463146,,,,9,1,3,2000-0000-000,,,
03-0000061326,1,3,121,1,0,22,02-0000173501,2,1,2,,03-061326,87511,200569.14063,554336.71875,,127.00644401076333,37.588591443601395,,,,12,1,,2000-0000-000,,,
03-0000001461,1,2,81,1,0,7,02-0000015538,2,2,1,,03-001461,87512,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000011291,1,3,81,2,0,7,02-0000015538,2,2,1,,03-011291,87513,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000001460,1,2,175,1,0,7,02-0000015538,2,2,1,,03-001460,87514,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000011291,1,3,175,2,0,7,02-0000015538,2,4,1,,03-011291,87515,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000001461,1,2,126,1,0,7,02-0000015538,2,4,1,,03-001461,87516,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000001461,1,2,126,1,0,7,02-0000015538,2,4,1,,03-001461,87518,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,999,1,,2003-1101-176,,,
03-0000011291,1,3,80,3,0,3,02-0000015538,2,4,1,,03-011291,87519,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,11,1,3,2003-1101-176,,,
03-0000059612,1,3,24,2,0,2,02-0000018676,2,2,1,,03-059612,87523,207976.09112,540458.75328,,127.09015745606075,37.46351646200821,,,,5,1,2,2000-0000-000,,,
03-0000000912,1,2,353,1,0,1,02-0000020367,2,2,1,,03-000912,87525,195300.92779,542951.76492,,126.94686828961042,37.486001190847134,,,,1,1,1,2008-0201-006,,,
03-0000061536,1,2,3,1,0,10,02-0000173624,2,1,2,,03-061536,88246,197614.50827,551141.76505,,126.9730010178783,37.55980216657968,,,,,1,,2012-0101-006,,,
03-0000061537,1,3,97,1,0,2,02-0000173625,2,1,2,,03-061537,88247,197607.0761,551122.82541,,126.97291696239462,37.55963150174671,,,,3,1,,2012-0101-006,,,
03-0000011291,1,3,80,3,0,3,02-0000015538,2,4,1,,03-011291,87517,182986.16945,551355.9892,,126.80743308139517,37.56157836645336,,,,11,1,3,2003-1101-176,,,
03-0000061538,1,2,98,1,0,7,02-0000173625,2,1,2,,03-061538,88248,197610.05,551119.76666,,126.97295063086088,37.55960395021979,,,,999,1,,2012-0101-006,,,
03-0000009554,1,3,197,2,0,2,02-0000044345,2,1,2,,03-009554,93324,213841.02613,543667.1013,,127.15651163357914,37.492354701691454,,,,7,1,,2006-0201-010,,,
03-0000009563,1,3,171,4,1,3,02-0000011637,1,4,1,,03-009563,93325,192757.45672,557217.32705,,126.91796891903226,37.61451711816203,,,,11,1,3,2008-0201-005,,,
03-0000009573,1,3,283,2,0,2,02-0000073711,1,4,1,,03-009573,93326,206198.63576,553893.36201,,127.0701793639895,37.584576144846025,,,,5,1,2,2008-0201-002,,,
03-0000009583,1,3,145,2,0,2,02-0000096413,1,4,1,,03-009583,93327,187652.6714,551360.68261,,126.86024950288632,37.56169498472374,,,,7,1,,2008-0101-025,,,
03-0000009591,1,3,197,2,0,2,02-0000089018,1,4,1,,03-009591,93328,202567.90943,557767.21547,,127.0290868058602,37.619496474241835,,,,7,1,,2000-0000-000,,,
03-0000009594,1,3,228,3,1,2,02-0000011645,1,2,1,,03-009594,93329,192081.2133,557227.66668,,126.91030949232052,37.61460470417728,,,,7,1,2,2002-0101-053,,,
03-0000009603,1,3,203,3,1,2,02-0000011460,2,4,1,,03-009603,93330,193936.01746,558098.44328,,126.9313103165487,37.622464387978056,,,,5,1,2,2007-1301-482,,,
03-0000009612,1,3,91,2,0,2,02-0000006399,1,4,1,,03-009612,93331,194219.39687,549756.95926,,126.93458608855833,37.547310063225765,,,,7,1,,2003-1101-150,,,
03-0000009620,1,3,180,2,0,2,02-0000007215,2,2,1,,03-009620,93332,195061.48052,550090.53143,,126.94411294707155,37.55032043694606,,,,5,1,1,2008-0101-010,,,
03-0000009639,1,3,109,2,0,2,02-0000018421,1,4,1,,03-009639,93333,201577.09496,543931.8657,,127.01783408058945,37.494842573931166,,,,9,1,1,2007-0201-663,,,
03-0000047208,1,3,17,1,0,7,02-0000137910,2,4,1,,03-047208,93334,191245.90993,539264.17399,,126.90106265323705,37.45274613257373,,,,999,1,,2005-1101-118,,,
03-0000009657,1,3,349,4,1,2,02-0000006410,1,4,1,,03-009657,93335,193911.71573,549744.57009,,126.93110444148351,37.547196456892614,,,,9,1,2,2007-0201-473,,,
03-0000009667,1,3,201,3,1,2,02-0000017677,1,4,1,,03-009667,93336,200683.60724,545610.32116,,127.00773191618157,37.50996664732663,,,,11,1,2,2008-0201-006,,,
03-0000009676,1,3,229,2,0,2,02-0000106644,1,4,1,,03-009676,93337,195110.73115,541184.41215,,126.94472949452538,37.47007619553853,,,,11,1,,2000-0000-000,,,
03-0000009685,1,4,222,1,0,12,02-0000108869,1,2,1,,03-009685,93338,201505.70337,547157.90404,,127.01703337495164,37.52390944856763,,,,999,1,,2000-0000-000,,,
03-0000009695,1,3,134,2,2,2,02-0000096081,2,1,2,,03-009695,93339,196290.46395,552745.28596,,126.95800738500151,37.57424544213994,,,,7,1,2,2005-0101-083,,,
03-0000009714,1,3,18,3,1,2,02-0000018092,1,4,1,,03-009714,93340,200288.31249,545421.45478,,127.00326087448954,37.508265160351044,,,,6,1,2,2008-0201-006,,,
03-0000009723,1,3,242,3,0,2,02-0000019305,1,4,1,,03-009723,93341,194610.69369,542698.28738,,126.93906577399646,37.48371357068737,,,,11,1,,2007-0201-663,,,
03-0000050336,1,3,102,2,0,3,02-0000152589,2,4,1,,03-050336,93342,207531.46842,546047.83787,,127.08518885206504,37.51387822477588,,,,7,1,3,2008-1101-520,,진우산전,
03-0000050337,1,3,285,2,0,3,02-0000152590,2,4,1,,03-050337,93343,207495.95326,546079.05156,,127.08478745670541,37.514159750097996,,,,7,1,3,2008-1101-520,,진우산전,
03-0000050338,1,3,12,3,0,3,02-0000152591,2,4,1,,03-050338,93344,207502.93582,546044.00283,,127.08486607946121,37.51384390327101,,,,11,1,3,2008-1101-520,,진우산전,
03-0000011428,1,3,275,4,2,1,02-0000036366,2,4,1,,03-011428,93345,207461.72089,546322.91569,,127.08440272590444,37.51635725007832,,,,9,1,1,2008-1101-520,,,
03-0000034257,1,3,4,,2,,02-0000036366,2,1,1,,03-034257,93346,207461.72089,546322.91569,3,127.08440272590444,37.51635725007832,,,,9,1,2,2000-0000-000,,,
03-0000016359,1,2,264,1,0,1,02-0000051401,1,2,1,,03-016359,93347,200994.18862,549089.4979,,127.01124944229655,37.54131382368354,,,,1,1,1,2006-0101-034,,0,
03-0000016357,1,3,174,2,0,2,02-0000051401,1,4,1,,03-016357,93348,200994.18862,549089.4979,,127.01124944229655,37.54131382368354,,,,7,1,3,2008-0201-002,,,
03-0000016358,1,2,174,1,0,7,02-0000051401,1,4,1,,03-016358,93349,200994.18862,549089.4979,,127.01124944229655,37.54131382368354,,,,999,1,,2006-0101-034,,,
03-0000023196,1,2,353,1,0,7,02-0000051384,1,4,1,,03-023196,93350,200975.11986,549086.6097,,127.0110336716472,37.54128782136508,,,,999,1,,2008-0201-002,,0,
03-0000048991,1,3,80,1,0,7,02-0000146832,1,2,1,,03-048991,93351,200975.0695,549099.27,,127.01103311862278,37.54140189069422,,,,999,1,,2006-0101-034,,0,
03-0000050340,1,3,270,1,0,2,02-0000152606,2,1,2,,03-050340,93352,205906.11856,555944.98856,,127.0668841032602,37.6030630411838,,,,6,1,,2008-0101-738,,노인복지회,
03-0000050342,1,2,91,1,0,7,02-0000152607,2,1,2,,03-050342,93354,205907.63832,555931.72596,,127.06690120682966,37.60294353676217,,,,999,1,,2008-0101-738,,노인복지회,
03-0000050343,1,3,92,1,0,2,02-0000152608,2,1,2,,03-050343,93355,205926.14982,555936.04589,,127.0671108756354,37.60298233987023,,,,6,1,,2008-0101-738,,노인복지회,
03-0000045256,1,3,82,2,0,3,02-0000133755,2,4,1,,03-045256,93356,203211.68227,549373.39507,,127.03634206327449,37.54386667956476,,,,11,1,3,2008-0101-738,,,
03-0000050344,1,2,105,1,0,7,02-0000152609,2,1,2,,03-050344,93357,203063.69857,550558.77612,,127.03467248831235,37.55454744774979,,,,999,1,,2008-0101-738,,노인복지회,
03-0000050346,1,2,318,3,0,2,02-0000127676,1,2,1,,03-050346,93359,204070.10887,556195.67166,,127.04609353072978,37.60533162217694,,,,9,1,2,2000-0000-000,,,
03-0000050346,1,2,318,3,0,2,02-0000127676,1,2,1,,03-050346,93360,204070.10887,556195.67166,,127.04609353072978,37.60533162217694,,,,9,1,2,2000-0000-000,,0,
03-0000020026,1,2,108,1,0,7,02-0000113418,1,4,1,,03-020026,93361,187598.58629,546682.52386,,126.85971634705459,37.51954417900749,,,,999,1,,2000-0000-000,,,
03-0000020036,1,2,176,1,0,7,02-0000065820,1,4,1,,03-020036,93362,203210.89864,551584.5391,,127.03634286921684,37.56378903939953,,,,999,1,,2007-0201-488,,,
03-0000020044,1,3,275,2,0,3,02-0000087464,1,4,1,,03-020044,93363,204092.89803,562740.05198,,127.04638825603152,37.66429541940492,,,,7,1,1,2009-0101-011,,,
03-0000020047,1,2,194,1,0,7,02-0000101342,1,4,1,,03-020047,93364,187053.0013,546627.42098,,126.85354572817425,37.519040210546024,,,,999,1,,2000-0000-000,,,
03-0000020056,1,2,117,1,0,7,02-0000064792,1,4,1,,03-020056,93365,187102.15984,546538.90513,,126.8541033524285,37.51824337063025,,,,999,1,,2000-0000-000,,,
03-0000020064,1,2,347,1,0,7,02-0000064822,1,4,1,,03-020064,93366,207256.86029,551407.78705,,127.08213570103398,37.56217353313238,,,,999,1,,2008-0201-002,,,
03-0000020083,1,2,181,1,0,7,02-0000064522,1,4,1,,03-020083,93367,183814.74612,551993.0109,,126.81679702577232,37.567332802005495,,,,999,1,,2000-0000-000,,,
03-0000023765,1,3,103,2,0,3,02-0000080099,2,1,2,,03-023765,93313,208288.16256,554462.78759,,127.0938428657286,37.58969018588983,,,,9,1,,2004-0101-111,,,
03-0000023777,1,2,14,1,0,7,02-0000115569,1,2,1,,03-023777,93314,208309.00543,554281.86455,,127.09407680746743,37.58805989715648,,,,999,1,,2008-0201-002,,,
03-0000020093,1,2,0,1,0,7,02-0000065262,2,4,1,,03-020093,93368,207552.70925,545817.89058,,127.08542674657548,37.51180621890952,,,,999,1,,2009-1101-140,,,
03-0000020100,1,4,96,1,0,12,02-0000065308,1,2,1,,03-020100,93369,182494.51888,554733.51903,,126.80178783621166,37.59200033082255,,,,999,1,,2000-0000-000,,,
03-0000020109,1,4,324,1,0,12,02-0000065319,1,2,1,,03-020109,93370,182580.23811,554605.42636,,126.80276146379691,37.590847858697714,,,,999,1,,2000-0000-000,,,
03-0000020119,1,3,161,1,0,1,02-0000065475,1,4,1,,03-020119,93371,186032.51095,551891.99753,,126.84190202068356,37.56645896495716,,,,3,1,,2000-0000-000,,,
03-0000020128,1,2,77,1,0,7,02-0000065488,1,4,1,,03-020128,93372,185862.08472,551520.34896,,126.83998013610909,37.563107839492304,,,,999,1,,2000-0000-000,,,
03-0000020138,1,3,48,3,1,2,02-0000065371,1,4,1,,03-020138,93373,188674.24759,550160.89681,,126.87183047451843,37.55089809155715,,,,7,1,2,2009-1201-004,,,
03-0000061535,1,2,274,1,0,7,02-0000173624,2,1,2,,03-061535,88245,197610.22875,551143.14034,,126.9729525778205,37.55981454681376,,,,999,1,,2012-0101-006,,,
03-0000067967,1,3,360,1,0,3,02-0000002923,2,6,1,2266511,03-067967,106040,192928.45892,549831.45705,3,126.91997699360266,37.54797229050365,,,,3,,,2014-0101-072,,,
03-0000067958,1,3,360,1,0,2,02-0000093946,2,6,1,2350861,03-067958,106031,192578.54288,552050.59519,3,126.91599483253047,37.56796389290929,,,,3,,,2014-0101-072,,,
03-0000067954,1,3,360,1,0,2,02-0000011681,2,6,1,2302131,03-067954,106027,189727.94402,552942.59482,3,126.8837158106722,37.57597338073991,,,,3,,,2014-0101-072,,,
03-0000067945,1,3,360,1,0,3,02-0000005680,2,6,1,2320822,03-067945,106018,191083.01147,551885.0368,3,126.89906860582974,37.566458962018594,,,,3,,,2014-0101-072,,,
03-0000065188,1,3,165,1,0,7,02-0000178547,2,6,2,2256241,03-065188,103262,192317.34032,549992.13003,4,126.91305977603926,37.549415061102955,,,,0,,,2014-0201-020,20140228,한국전기교통,20141231
03-0000065191,1,2,60,1,0,10,02-0000178548,2,6,2,2256244,03-065191,103265,192308.99114,549990.05471,4,126.91296531503141,37.549396292916676,,,,0,1,,2014-0201-020,20140228,,20141231
03-0000007084,1,2,171,1,0,7,02-0000004064,2,6,1,,03-007084,92009,193278.8915,551156.93571,3,126.9239304192886,37.55991743537941,,,,,1,,2014-0101-072,,,
03-0000067925,1,3,34,2,0,2,02-0000180293,2,6,2,2278186,03-067925,105998,193268.81785,551166.02865,1,126.92381632228161,37.559999288906674,,,,5,,,2014-0101-072,20141108,(주)양광시스템,
03-0000029031,1,3,324,2,0,1,02-0000007400,2,6,1,,03-029031,14481,193086.63869,550826.43955,3,126.92175761540106,37.55693825508191,,,,5,1,,2014-0101-072,,,
03-0000067901,1,2,237,1,0,7,02-0000180284,2,6,2,3215411,03-067901,105974,195403.49614,549313.93173,1,126.94798824773434,37.54332505304903,,,,,,,2014-0101-072,20141108,(주)양광시스템,
03-0000067895,1,2,165,1,0,7,02-0000180281,2,6,2,3234821,03-067895,105968,196603.21283,548899.35807,4,126.96156555947452,37.53959494516826,,,,,,,2014-0101-072,,(주)양광시스템,
03-0000063601,1,2,51,1,0,7,02-0000177002,2,1,2,3323135,03-063601,101675,195727.125,553441.96875,6,126.95162622819183,37.58052007139538,,,,999,1,,,20131028,,
03-0000063724,1,3,315,2,0,2,02-0000177187,2,1,2,2342223,03-063724,101798,191800.50615,552895.3374,6,126.90717862182063,37.57556837427417,,,,9,1,,,,,
03-0000065706,1,2,261,1,0,7,02-0000171193,2,1,2,3121331,03-065706,103780,195837.20313,542433.78125,6,126.95293480076462,37.48133668611867,,,,999,1,,,20140527,,20140527
03-0000065713,1,3,153,1,0,3,02-0000097101,2,1,2,3130571,03-065713,103787,196447.59425,542101.11038,6,126.9598375759331,37.47834183915756,,,,7,0,,,20140527,,20140527
03-0000065718,1,2,140,1,0,10,02-0000178944,2,1,2,2152332,03-065718,103792,192386.75291,542920.6953,6,126.91391849651154,37.4857018387954,,,,0,1,,,20140527,,20140527
03-0000065719,1,2,9,1,0,7,02-0000025662,2,1,2,2152341,03-065719,103793,192358.70313,542955.53125,6,126.9136009819757,37.48601548173458,,,,999,1,,,20140527,,20140527
03-0000065721,1,3,10,2,0,3,02-0000025553,2,1,2,2152411,03-065721,103795,192386.6359,542811.10134,6,126.91391830646616,37.48471438817711,,,,11,,,,20140527,,20140527
03-0000065736,1,2,317,1,0,7,02-0000178483,2,1,2,2069251,03-065736,103810,192810.0018,541504.68177,6,126.91871790527166,37.47294682806719,,,,0,,,,20140528,,20140528
03-0000065741,1,2,188,1,0,10,02-0000169474,2,1,1,2068581,03-065741,103815,192926.80981,541199.2415,6,126.92004133665138,37.47019568290896,,,,0,,,,20140528,,20140528
03-0000066125,1,2,110,1,0,7,02-0000198958,2,1,2,4196352,03-066125,104199,204352.38849,545019.79049,,127.04922403845349,37.504635933593626,,,,,1,,,,,
03-0000066141,1,2,20,1,0,10,02-0000114692,2,1,1,4338021,03-066141,104215,201192.64247,555883.52875,6,127.01350603682228,37.60252747344482,,,,0,,,,20140624,,20140624
03-0000066143,1,2,19,1,0,7,02-0000035715,2,1,2,4175172,03-066143,104217,203241.91312,544614.28542,,127.03666315460144,37.50098687633715,,,,999,1,,,,,
03-0000066151,1,3,120,2,0,2,02-0000128771,2,1,2,4309561,03-066151,104225,199971.33143,556577.57415,6,126.99967531662554,37.608781525181634,,,,5,1,,,20140624,,20140624
03-0000066153,1,3,66,1,0,2,02-0000179134,2,1,2,4309563,03-066153,104227,199979.2853,556552.75134,6,126.99976539818492,37.60855787448311,,,,0,1,,,20140624,,20140624
03-0000066167,1,3,71,3,0,2,02-0000179142,2,1,2,4338731,03-066167,104241,201539.03745,555914.69618,6,127.01742883969867,37.60280777489368,,,,9,1,,,20140625,,20140625
03-0000066170,1,3,70,2,1,1,02-0000179143,2,1,2,4338733,03-066170,104244,201549.32443,555925.05645,6,127.01754535658873,37.60290110266558,,,,7,1,1,,20140625,,20140625
03-0000066177,1,3,240,2,0,1,02-0000179147,2,1,2,4337751,03-066177,104251,201536.60966,555556.84478,6,127.01740059523054,37.59958357146262,,,,7,1,,,20140625,,20140625
03-0000066181,1,2,181,1,0,7,02-0000179149,2,1,2,4410781,03-066181,104255,200549.62848,557174.92871,6,127.00622521772013,37.61416346073914,,,,0,,,,20140625,,20140625
03-0000066192,1,2,44,1,0,7,02-0000179156,2,1,2,6142341,03-066192,104266,211842.77112,542995.70954,,127.13390501686267,37.486333200260624,,,,0,,,,,,
03-0000066198,1,3,230,2,0,2,02-0000110198,2,1,2,6142262,03-066198,104272,211781.36977,543054.63318,,127.13321170240863,37.48686489044653,,,,6,,,,,,
03-0000066200,1,2,51,1,0,7,02-0000179159,2,1,2,6142252,03-066200,104274,211785.07237,543031.67493,,127.13325320011141,37.486657988093164,,,,0,,,,,,
03-0000066205,1,2,241,1,0,10,02-0000163286,2,1,2,4377871,03-066205,104279,203569.94279,555646.85671,1,127.04042653095937,37.600388929787385,,,,0,1,,,20140625,,20140625
03-0000066211,1,2,107,1,0,7,02-0000179165,2,1,1,6121661,03-066211,104285,211014.49336,542570.01322,,127.1245334184186,37.48250789239431,,,,0,0,,,,,
03-0000066214,1,3,131,2,0,3,02-0000075945,2,1,2,4388241,03-066214,104288,203820.79688,555991.6875,6,127.04326903636682,37.603494814457065,,,,9,1,,,20140626,,20140626
03-0000066217,1,3,360,1,0,3,02-0000167140,2,1,2,6174991,03-066217,104291,213636.67801,544240.39102,,127.15421153293386,37.49752310148327,,,,6,,,,,,
03-0000065617,1,3,4,2,0,3,02-0000178910,2,1,2,1262574,03-065617,103691,187945.53125,548128.96875,1,126.86361722274835,37.53258123754461,,,,9,1,,,20140522,,20140522
03-0000065618,1,2,4,1,0,7,02-0000178910,2,1,2,1262575,03-065618,103692,187944.8125,548126.84375,1,126.86360912578625,37.53256208193348,,,,999,1,,,20140522,,20140522
